"","coral_num","umol.cm2.hr","Rate","genotype","wound","temp","date","chamber_vol","SA","file.names.full","wound_status"
"168","47",0.252196442292886,"Net Photosythesis",69,"0","H",20230614,647.1655204,20.6016146050996,"20230614_24_H_47_O2","no wound"
"169","50",0.200051932765254,"Net Photosythesis",69,"1","H",20230614,646.5257303,26.9832055794263,"20230614_24_H_50_O2","wounded"
"170","55",0.0655030884877082,"Net Photosythesis",65,"2","H",20230614,647.0150124,22.6225418061141,"20230614_24_H_55_O2","wounded"
"171","60",0.228179792287252,"Net Photosythesis",65,"0","H",20230614,647.0108171,26.5428163631625,"20230614_24_H_60_O2","no wound"
"172","70",0.206327371049017,"Net Photosythesis",65,"1","H",20230614,647.2751238,17.680996551227,"20230614_24_H_70_O2","wounded"
"173","73",0.153935468113564,"Net Photosythesis",67,"2","H",20230614,646.754901,25.305403718691,"20230614_24_H_73_O2","wounded"
"174","84",0.168578976421094,"Net Photosythesis",67,"1","H",20230614,646.7895126,17.9025420465253,"20230614_24_H_84_O2","wounded"
"175","89",0.216938958282192,"Net Photosythesis",67,"0","H",20230614,647.078467,18.9778482310224,"20230614_24_H_89_O2","no wound"
"176","94",0.0865910840574219,"Net Photosythesis",66,"2","H",20230614,646.2074086,18.7752151560544,"20230614_24_H_94_O2","wounded"
"177","96",0.232952414175959,"Net Photosythesis",66,"1","H",20230614,646.5294013,22.3442590498247,"20230614_24_H_96_O2","wounded"
"178","99",0.115149446877232,"Net Photosythesis",66,"0","H",20230614,646.9253369,21.9200804795583,"20230614_24_H_99_O2","no wound"
"179","1",0.0983869992505001,"Net Photosythesis",68,"0","A",20230615,645.9694407,34.4536116099147,"20230615_24_A_1_O2","no wound"
"180","102",0.153077486276897,"Net Photosythesis",66,"2","A",20230615,647.3603377,17.6053468699056,"20230615_24_A_102_O2","wounded"
"181","105",0.267181986521684,"Net Photosythesis",66,"1","A",20230615,646.0134963,35.9747105593413,"20230615_24_A_105_O2","wounded"
"182","107",0.211372014022621,"Net Photosythesis",66,"0","A",20230615,647.6141816,10.6752957059987,"20230615_24_A_107_O2","no wound"
"183","21",0.0999583151356086,"Net Photosythesis",70,"0","A",20230615,647.3440791,15.9950893674929,"20230615_24_A_21_O2","no wound"
"184","22",0.19734976213132,"Net Photosythesis",70,"1","A",20230615,647.1704792,16.0464230798181,"20230615_24_A_22_O2","wounded"
"185","27",0.107307405755245,"Net Photosythesis",70,"2","A",20230615,646.6554487,21.8363254752382,"20230615_24_A_27_O2","wounded"
