"","coral_num","umol.cm2.hr","Rate","genotype","wound","temp","date","chamber_vol","SA","file.names.full","wound_status","timepoint"
"454",3,0.133537933668252,"Net Photosythesis",68,"1","H",20230613,646.6031482,17.493568,"20230613_24_H_3_O2","wounded","1"
"455",32,0.207569285194704,"Net Photosythesis",70,"0","H",20230613,646.2284028,17.049415,"20230613_24_H_32_O2","no wound","1"
"456",43,0.445547953769365,"Net Photosythesis",69,"2","H",20230613,646.2404745,21.3323796983208,"20230613_24_H_43_O2","wounded","1"
"457",46,0.317573652025879,"Net Photosythesis",69,"1","H",20230613,647.1201289,9.00552,"20230613_24_H_46_O2","wounded","1"
"458",51,0.295552253074003,"Net Photosythesis",69,"0","H",20230613,647.3825557,8.4441665,"20230613_24_H_51_O2","no wound","1"
"459",56,0.246958610191546,"Net Photosythesis",65,"1","H",20230613,647.0886377,13.8080715,"20230613_24_H_56_O2","wounded","1"
"460",58,0.299057157478428,"Net Photosythesis",65,"0","H",20230613,647.7126885,9.7158665,"20230613_24_H_58_O2","no wound","1"
"461",63,0.0431332388721788,"Net Photosythesis",65,"2","H",20230613,647.4297925,10.5858866983208,"20230613_24_H_63_O2","wounded","1"
"462",7,0.148291734071133,"Net Photosythesis",68,"2","H",20230613,645.747637,24.3083931983208,"20230613_24_H_7_O2","wounded","1"
"463",74,0.187432393521818,"Net Photosythesis",67,"1","H",20230613,647.1579184,11.8347385,"20230613_24_H_74_O2","wounded","1"
"464",76,0.152458745713131,"Net Photosythesis",67,"2","H",20230613,646.6782023,13.5619001983208,"20230613_24_H_76_O2","wounded","1"
"465",81,0.400935216721759,"Net Photosythesis",67,"0","H",20230613,646.7312125,10.2396185,"20230613_24_H_81_O2","no wound","1"
"466",92,0.078430379453938,"Net Photosythesis",66,"1","H",20230613,647.3353188,9.7731715,"20230613_24_H_92_O2","wounded","1"
"467",97,0.122365120716349,"Net Photosythesis",66,"0","H",20230613,646.1921879,22.4110435,"20230613_24_H_97_O2","no wound","1"
"468",98,0.265756393060604,"Net Photosythesis",66,"2","H",20230613,646.0903664,20.2067681983208,"20230613_24_H_98_O2","wounded","1"
"469",108,0.182081744014835,"Net Photosythesis",66,"0","A",20230614,647.1885948,14.707603,"20230614_24_A_108_O2","no wound","1"
"470",12,0.151679828299316,"Net Photosythesis",68,"1","A",20230614,646.3757468,26.256994,"20230614_24_A_12_O2","wounded","1"
"471",16,0.307020364642822,"Net Photosythesis",68,"2","A",20230614,646.1481493,24.9628476983208,"20230614_24_A_16_O2","wounded","1"
"472",20,0.29139028127855,"Net Photosythesis",70,"1","A",20230614,647.356933,8.018932,"20230614_24_A_20_O2","wounded","1"
"473",34,0.249072768417741,"Net Photosythesis",70,"0","A",20230614,647.1015414,10.827819,"20230614_24_A_34_O2","no wound","1"
"475",42,0.365022083229676,"Net Photosythesis",69,"2","A",20230614,646.6951174,14.1449981983208,"20230614_24_A_42_O2","wounded","1"
"476",54,0.404032469208587,"Net Photosythesis",69,"1","A",20230614,647.5284177,8.6715025,"20230614_24_A_54_O2","wounded","1"
"477",75,0.199262948477389,"Net Photosythesis",67,"1","A",20230614,646.585514,18.960105,"20230614_24_A_75_O2","wounded","1"
"478",101,0.122052132547409,"Net Photosythesis",66,"2","A",20230614,647.4361201,10.0352876983208,"20230614_24_A_101_O2","wounded","1"
"480",29,0.193308252930713,"Net Photosythesis",70,"2","A",20230614,646.9284834,11.8611976983208,"20230614_24_A_29_O2","wounded","1"
"481",62,0.353615508257998,"Net Photosythesis",65,"2","A",20230614,647.4922328,8.04806019832077,"20230614_24_A_62_O2","wounded","1"
"482",67,0.101655293059828,"Net Photosythesis",65,"1","A",20230614,646.8435277,9.7483655,"20230614_24_A_67_O2","wounded","1"
"483",68,0.228196109864101,"Net Photosythesis",65,"0","A",20230614,647.5567363,8.8153145,"20230614_24_A_68_O2","no wound","1"
"484",77,0.373786969543417,"Net Photosythesis",67,"0","A",20230614,647.4518526,10.508481,"20230614_24_A_77_O2","no wound","1"
"485",78,0.385386619138086,"Net Photosythesis",67,"2","A",20230614,646.86398,10.3185941983208,"20230614_24_A_78_O2","wounded","1"
"486",91,0.321147311017176,"Net Photosythesis",66,"1","A",20230614,646.6222233,13.2105295,"20230614_24_A_91_O2","wounded","1"
"487",14,0.305695375624248,"Net Photosythesis",68,"2","H",20230614,646.626943,11.7176211983208,"20230614_24_H_14_O2","wounded","1"
"489",2,0.0445312443348613,"Net Photosythesis",68,"1","H",20230614,645.6667336,27.4640885,"20230614_24_H_2_O2","wounded","1"
"490",28,0.133649154831246,"Net Photosythesis",70,"0","H",20230614,647.0160612,11.339482,"20230614_24_H_28_O2","no wound","1"
"491",33,0.120282249651295,"Net Photosythesis",70,"2","H",20230614,647.3333342,9.64938169832077,"20230614_24_H_33_O2","wounded","1"
"492",35,0.200623245706524,"Net Photosythesis",70,"1","H",20230614,647.54887,7.299244,"20230614_24_H_35_O2","wounded","1"
"493",45,0.289393184228589,"Net Photosythesis",69,"2","H",20230614,646.3463794,16.5944336983208,"20230614_24_H_45_O2","wounded","1"
"494",47,0.392547648976715,"Net Photosythesis",69,"0","H",20230614,647.1655204,13.235728,"20230614_24_H_47_O2","no wound","1"
"495",50,0.303770676009451,"Net Photosythesis",69,"1","H",20230614,646.5257303,17.7701235,"20230614_24_H_50_O2","wounded","1"
"496",55,0.106578762670333,"Net Photosythesis",65,"2","H",20230614,647.0150124,13.9037676983208,"20230614_24_H_55_O2","wounded","1"
"497",60,0.321838188841351,"Net Photosythesis",65,"0","H",20230614,647.0108171,18.8185695,"20230614_24_H_60_O2","no wound","1"
"498",70,0.33454952374345,"Net Photosythesis",65,"1","H",20230614,647.2751238,10.904435,"20230614_24_H_70_O2","wounded","1"
"499",73,0.307449107983088,"Net Photosythesis",67,"2","H",20230614,646.754901,12.6700616983208,"20230614_24_H_73_O2","wounded","1"
"500",84,0.260269848573425,"Net Photosythesis",67,"1","H",20230614,646.7895126,11.5956275,"20230614_24_H_84_O2","wounded","1"
"501",89,0.407758460624778,"Net Photosythesis",67,"0","H",20230614,647.078467,10.0967485,"20230614_24_H_89_O2","no wound","1"
"502",94,0.126813318469578,"Net Photosythesis",66,"2","H",20230614,646.2074086,12.8201536983208,"20230614_24_H_94_O2","wounded","1"
"503",96,0.34177606040075,"Net Photosythesis",66,"1","H",20230614,646.5294013,15.2297065,"20230614_24_H_96_O2","wounded","1"
"504",99,0.152422344611102,"Net Photosythesis",66,"0","H",20230614,646.9253369,16.5598105,"20230614_24_H_99_O2","no wound","1"
"505",1,0.150871561980274,"Net Photosythesis",68,"0","A",20230615,645.9694407,22.4680345,"20230615_24_A_1_O2","no wound","1"
"506",102,0.272636772611635,"Net Photosythesis",66,"2","A",20230615,647.3603377,9.88488169832077,"20230615_24_A_102_O2","wounded","1"
"507",105,0.398830132691339,"Net Photosythesis",66,"1","A",20230615,646.0134963,24.099971,"20230615_24_A_105_O2","wounded","1"
"508",107,0.302025758344323,"Net Photosythesis",66,"0","A",20230615,647.6141816,7.4710805,"20230615_24_A_107_O2","no wound","1"
"509",21,0.146448102848965,"Net Photosythesis",70,"0","A",20230615,647.3440791,10.917466,"20230615_24_A_21_O2","no wound","1"
"510",22,0.329983913524122,"Net Photosythesis",70,"1","A",20230615,647.1704792,9.5967035,"20230615_24_A_22_O2","wounded","1"
"511",27,0.145466206933617,"Net Photosythesis",70,"2","A",20230615,646.6554487,16.1082046983208,"20230615_24_A_27_O2","wounded","1"
"512",38,0.352460449909241,"Net Photosythesis",69,"1","A",20230615,647.2145348,8.6132555,"20230615_24_A_38_O2","wounded","1"
"513",4,0.29501029007614,"Net Photosythesis",68,"2","A",20230615,645.8944414,21.6481066983208,"20230615_24_A_4_O2","wounded","1"
"514",44,0.385245847696907,"Net Photosythesis",69,"2","A",20230615,646.7456577,18.5799341983208,"20230615_24_A_44_O2","wounded","1"
"515",53,0.423528850993818,"Net Photosythesis",69,"0","A",20230615,647.3986241,8.235592,"20230615_24_A_53_O2","no wound","1"
"516",6,0.240079918450161,"Net Photosythesis",68,"1","A",20230615,646.6402391,16.8488475,"20230615_24_A_6_O2","wounded","1"
"517",64,0.471437396844762,"Net Photosythesis",65,"0","A",20230615,647.6052656,7.920336,"20230615_24_A_64_O2","no wound","1"
"518",65,0.386280235657365,"Net Photosythesis",65,"2","A",20230615,647.0168092,15.9654131983208,"20230615_24_A_65_O2","wounded","1"
"520",82,0.492776571518337,"Net Photosythesis",67,"2","A",20230615,647.3687292,9.54795969832077,"20230615_24_A_82_O2","wounded","1"
"521",83,0.512184675794555,"Net Photosythesis",67,"0","A",20230615,647.047753,11.238845,"20230615_24_A_83_O2","no wound","1"
"522",88,0.521950475165458,"Net Photosythesis",67,"1","A",20230615,647.1353396,6.9854795,"20230615_24_A_88_O2","wounded","1"
"523",10,0.16901587370719,"Net Photosythesis",68,"1","H",20230615,646.6790499,18.5601475,"20230615_24_H_10_O2","wounded","1"
"524",100,0.372758348315846,"Net Photosythesis",66,"1","H",20230615,647.1248502,12.7046755,"20230615_24_H_100_O2","wounded","1"
"525",13,0.253569109762712,"Net Photosythesis",68,"2","H",20230615,647.2481009,11.0867951983208,"20230615_24_H_13_O2","wounded","1"
"526",30,0.334304271291716,"Net Photosythesis",70,"1","H",20230615,646.623456,11.4202585,"20230615_24_H_30_O2","wounded","1"
"527",31,0.231362936415224,"Net Photosythesis",70,"2","H",20230615,646.8295731,11.6072501983208,"20230615_24_H_31_O2","wounded","1"
"528",36,0.345455272946483,"Net Photosythesis",70,"0","H",20230615,646.7236299,15.157251,"20230615_24_H_36_O2","no wound","1"
"529",39,0.469458804668633,"Net Photosythesis",69,"2","H",20230615,647.1295705,13.2121041983208,"20230615_24_H_39_O2","wounded","1"
"530",40,0.150096508259312,"Net Photosythesis",69,"0","H",20230615,645.4937456,26.901793,"20230615_24_H_40_O2","no wound","1"
"531",48,0.397524158420667,"Net Photosythesis",69,"1","H",20230615,647.0220539,10.265759,"20230615_24_H_48_O2","wounded","1"
"532",61,0.406881488452797,"Net Photosythesis",65,"0","H",20230615,647.633587,10.0055315,"20230615_24_H_61_O2","no wound","1"
"533",66,0.15718812526328,"Net Photosythesis",65,"2","H",20230615,646.6140155,23.4266811983208,"20230615_24_H_66_O2","wounded","1"
"534",72,0.527602061630485,"Net Photosythesis",65,"1","H",20230615,647.1689058,12.577584,"20230615_24_H_72_O2","wounded","1"
"535",79,0.417847253136886,"Net Photosythesis",67,"2","H",20230615,647.1227523,15.5676536983208,"20230615_24_H_79_O2","wounded","1"
"536",8,0.421965954530131,"Net Photosythesis",68,"0","H",20230615,647.4793926,9.450772,"20230615_24_H_8_O2","no wound","1"
"537",80,0.419249591657057,"Net Photosythesis",67,"1","H",20230615,646.5500301,9.5758225,"20230615_24_H_80_O2","wounded","1"
"538",86,0.189378280820376,"Net Photosythesis",67,"0","H",20230615,646.750378,12.334234,"20230615_24_H_86_O2","no wound","1"
"539",93,0.180298748492377,"Net Photosythesis",66,"2","H",20230615,646.8196081,18.4407536983208,"20230615_24_H_93_O2","wounded","1"
"540",95,0.353560262026527,"Net Photosythesis",66,"0","H",20230615,646.514366,18.211058,"20230615_24_H_95_O2","no wound","1"
"541",103,0.64565769714989,"Gross Photosynthesis",66,"0","A",20230613,646.8398571,13.2066045,"20230613_24_A_103_O2","no wound","1"
"543",106,0.443959792468643,"Gross Photosynthesis",66,"1","A",20230613,646.5784801,18.5364405,"20230613_24_A_106_O2","wounded","1"
"544",15,0.594085346997522,"Gross Photosynthesis",68,"0","A",20230613,647.209354,10.8588265,"20230613_24_A_15_O2","no wound","1"
"545",19,0.510925759101199,"Gross Photosynthesis",70,"0","A",20230613,647.3631361,9.6147585,"20230613_24_A_19_O2","no wound","1"
"546",25,0.515916418539745,"Gross Photosynthesis",70,"2","A",20230613,646.7768747,11.8925191983208,"20230613_24_A_25_O2","wounded","1"
"547",26,0.412656050692354,"Gross Photosynthesis",70,"1","A",20230613,647.3426668,7.2334924,"20230613_24_A_26_O2","wounded","1"
"548",41,0.758473669393395,"Gross Photosynthesis",69,"0","A",20230613,646.5643091,19.7038925,"20230613_24_A_41_O2","no wound","1"
"549",49,0.654319104165016,"Gross Photosynthesis",69,"2","A",20230613,646.8781715,14.0411426983208,"20230613_24_A_49_O2","wounded","1"
"551",52,0.636859205433805,"Gross Photosynthesis",69,"1","A",20230613,647.7625496,6.279843,"20230613_24_A_52_O2","wounded","1"
"552",57,0.478179691927821,"Gross Photosynthesis",65,"0","A",20230613,647.1883599,15.113762,"20230613_24_A_57_O2","no wound","1"
"553",59,0.604288223038139,"Gross Photosynthesis",65,"2","A",20230613,647.2728613,15.8629706983208,"20230613_24_A_59_O2","wounded","1"
"554",69,0.682450235441185,"Gross Photosynthesis",65,"1","A",20230613,647.5284649,7.841208,"20230613_24_A_69_O2","wounded","1"
"555",85,0.82144183234246,"Gross Photosynthesis",67,"1","A",20230613,646.6367388,10.184747,"20230613_24_A_85_O2","wounded","1"
"556",87,0.756271225882985,"Gross Photosynthesis",67,"2","A",20230613,647.582,7.74866119832077,"20230613_24_A_87_O2","wounded","1"
"557",9,0.691014495678246,"Gross Photosynthesis",68,"2","A",20230613,646.9710705,14.9899721983208,"20230613_24_A_9_O2","wounded","1"
"558",90,0.86157528709398,"Gross Photosynthesis",67,"0","A",20230613,647.1253774,8.590883,"20230613_24_A_90_O2","no wound","1"
"559",18,0.582385944976032,"Gross Photosynthesis",68,"0","H",20230613,646.8613761,14.7492865,"20230613_24_H_18_O2","no wound","1"
"560",23,0.71778837887049,"Gross Photosynthesis",70,"1","H",20230613,647.4287428,8.8449561,"20230613_24_H_23_O2","wounded","1"
"561",24,0.541777387654176,"Gross Photosynthesis",70,"2","H",20230613,647.3263963,9.39629769832077,"20230613_24_H_24_O2","wounded","1"
"562",3,0.649004387310393,"Gross Photosynthesis",68,"1","H",20230613,646.6031482,17.493568,"20230613_24_H_3_O2","wounded","1"
"563",32,0.482909774214359,"Gross Photosynthesis",70,"0","H",20230613,646.2284028,17.049415,"20230613_24_H_32_O2","no wound","1"
"564",43,0.876451956007088,"Gross Photosynthesis",69,"2","H",20230613,646.2404745,21.3323796983208,"20230613_24_H_43_O2","wounded","1"
"565",46,0.78107922080041,"Gross Photosynthesis",69,"1","H",20230613,647.1201289,9.00552,"20230613_24_H_46_O2","wounded","1"
"566",51,0.823455467500051,"Gross Photosynthesis",69,"0","H",20230613,647.3825557,8.4441665,"20230613_24_H_51_O2","no wound","1"
"567",56,0.751093017423927,"Gross Photosynthesis",65,"1","H",20230613,647.0886377,13.8080715,"20230613_24_H_56_O2","wounded","1"
"568",58,0.676853246197519,"Gross Photosynthesis",65,"0","H",20230613,647.7126885,9.7158665,"20230613_24_H_58_O2","no wound","1"
"569",63,0.486992081425762,"Gross Photosynthesis",65,"2","H",20230613,647.4297925,10.5858866983208,"20230613_24_H_63_O2","wounded","1"
"570",7,0.614730824642722,"Gross Photosynthesis",68,"2","H",20230613,645.747637,24.3083931983208,"20230613_24_H_7_O2","wounded","1"
"571",74,0.633146148564266,"Gross Photosynthesis",67,"1","H",20230613,647.1579184,11.8347385,"20230613_24_H_74_O2","wounded","1"
"572",76,0.635925783897154,"Gross Photosynthesis",67,"2","H",20230613,646.6782023,13.5619001983208,"20230613_24_H_76_O2","wounded","1"
"573",81,0.949825619568822,"Gross Photosynthesis",67,"0","H",20230613,646.7312125,10.2396185,"20230613_24_H_81_O2","no wound","1"
"574",92,0.410789073192866,"Gross Photosynthesis",66,"1","H",20230613,647.3353188,9.7731715,"20230613_24_H_92_O2","wounded","1"
"575",97,0.488734395514061,"Gross Photosynthesis",66,"0","H",20230613,646.1921879,22.4110435,"20230613_24_H_97_O2","no wound","1"
"576",98,0.64510004062004,"Gross Photosynthesis",66,"2","H",20230613,646.0903664,20.2067681983208,"20230613_24_H_98_O2","wounded","1"
"577",108,0.530767454640045,"Gross Photosynthesis",66,"0","A",20230614,647.1885948,14.707603,"20230614_24_A_108_O2","no wound","1"
"578",12,0.454778907038346,"Gross Photosynthesis",68,"1","A",20230614,646.3757468,26.256994,"20230614_24_A_12_O2","wounded","1"
"579",16,0.689281836129381,"Gross Photosynthesis",68,"2","A",20230614,646.1481493,24.9628476983208,"20230614_24_A_16_O2","wounded","1"
"580",20,0.659286760161679,"Gross Photosynthesis",70,"1","A",20230614,647.356933,8.018932,"20230614_24_A_20_O2","wounded","1"
"581",34,0.609382670911585,"Gross Photosynthesis",70,"0","A",20230614,647.1015414,10.827819,"20230614_24_A_34_O2","no wound","1"
"583",42,0.774434098326156,"Gross Photosynthesis",69,"2","A",20230614,646.6951174,14.1449981983208,"20230614_24_A_42_O2","wounded","1"
"584",54,0.685766327719293,"Gross Photosynthesis",69,"1","A",20230614,647.5284177,8.6715025,"20230614_24_A_54_O2","wounded","1"
"585",75,0.540164781512863,"Gross Photosynthesis",67,"1","A",20230614,646.585514,18.960105,"20230614_24_A_75_O2","wounded","1"
"586",101,0.508038392355271,"Gross Photosynthesis",66,"2","A",20230614,647.4361201,10.0352876983208,"20230614_24_A_101_O2","wounded","1"
"588",29,0.479398157597271,"Gross Photosynthesis",70,"2","A",20230614,646.9284834,11.8611976983208,"20230614_24_A_29_O2","wounded","1"
"589",62,0.824003541423885,"Gross Photosynthesis",65,"2","A",20230614,647.4922328,8.04806019832077,"20230614_24_A_62_O2","wounded","1"
"590",67,0.429662875381123,"Gross Photosynthesis",65,"1","A",20230614,646.8435277,9.7483655,"20230614_24_A_67_O2","wounded","1"
"591",68,0.743748048437561,"Gross Photosynthesis",65,"0","A",20230614,647.5567363,8.8153145,"20230614_24_A_68_O2","no wound","1"
"592",77,0.807095917583799,"Gross Photosynthesis",67,"0","A",20230614,647.4518526,10.508481,"20230614_24_A_77_O2","no wound","1"
"593",78,0.854349882373929,"Gross Photosynthesis",67,"2","A",20230614,646.86398,10.3185941983208,"20230614_24_A_78_O2","wounded","1"
"594",91,0.710570997713566,"Gross Photosynthesis",66,"1","A",20230614,646.6222233,13.2105295,"20230614_24_A_91_O2","wounded","1"
"595",14,0.726029934406649,"Gross Photosynthesis",68,"2","H",20230614,646.626943,11.7176211983208,"20230614_24_H_14_O2","wounded","1"
"597",2,0.540869699683634,"Gross Photosynthesis",68,"1","H",20230614,645.6667336,27.4640885,"20230614_24_H_2_O2","wounded","1"
"598",28,0.453881540379237,"Gross Photosynthesis",70,"0","H",20230614,647.0160612,11.339482,"20230614_24_H_28_O2","no wound","1"
"599",33,0.463208783651653,"Gross Photosynthesis",70,"2","H",20230614,647.3333342,9.64938169832077,"20230614_24_H_33_O2","wounded","1"
"600",35,0.497147960521673,"Gross Photosynthesis",70,"1","H",20230614,647.54887,7.299244,"20230614_24_H_35_O2","wounded","1"
"601",45,0.757607025590027,"Gross Photosynthesis",69,"2","H",20230614,646.3463794,16.5944336983208,"20230614_24_H_45_O2","wounded","1"
"602",47,0.828758331164116,"Gross Photosynthesis",69,"0","H",20230614,647.1655204,13.235728,"20230614_24_H_47_O2","no wound","1"
"603",50,0.684792803067981,"Gross Photosynthesis",69,"1","H",20230614,646.5257303,17.7701235,"20230614_24_H_50_O2","wounded","1"
"604",55,0.612745256074215,"Gross Photosynthesis",65,"2","H",20230614,647.0150124,13.9037676983208,"20230614_24_H_55_O2","wounded","1"
"605",60,0.756712258239056,"Gross Photosynthesis",65,"0","H",20230614,647.0108171,18.8185695,"20230614_24_H_60_O2","no wound","1"
"606",70,0.802673227955497,"Gross Photosynthesis",65,"1","H",20230614,647.2751238,10.904435,"20230614_24_H_70_O2","wounded","1"
"607",73,0.839577608610851,"Gross Photosynthesis",67,"2","H",20230614,646.754901,12.6700616983208,"20230614_24_H_73_O2","wounded","1"
"608",84,0.703022125523248,"Gross Photosynthesis",67,"1","H",20230614,646.7895126,11.5956275,"20230614_24_H_84_O2","wounded","1"
"609",89,0.909507358512868,"Gross Photosynthesis",67,"0","H",20230614,647.078467,10.0967485,"20230614_24_H_89_O2","no wound","1"
"610",94,0.538601880960814,"Gross Photosynthesis",66,"2","H",20230614,646.2074086,12.8201536983208,"20230614_24_H_94_O2","wounded","1"
"611",96,0.725533116386303,"Gross Photosynthesis",66,"1","H",20230614,646.5294013,15.2297065,"20230614_24_H_96_O2","wounded","1"
"612",99,0.502328502436238,"Gross Photosynthesis",66,"0","H",20230614,646.9253369,16.5598105,"20230614_24_H_99_O2","no wound","1"
"613",1,0.510257238456108,"Gross Photosynthesis",68,"0","A",20230615,645.9694407,22.4680345,"20230615_24_A_1_O2","no wound","1"
"614",102,0.631327662744443,"Gross Photosynthesis",66,"2","A",20230615,647.3603377,9.88488169832077,"20230615_24_A_102_O2","wounded","1"
"615",105,0.713593106718494,"Gross Photosynthesis",66,"1","A",20230615,646.0134963,24.099971,"20230615_24_A_105_O2","wounded","1"
"616",107,0.614867578620713,"Gross Photosynthesis",66,"0","A",20230615,647.6141816,7.4710805,"20230615_24_A_107_O2","no wound","1"
"617",21,0.365950675088538,"Gross Photosynthesis",70,"0","A",20230615,647.3440791,10.917466,"20230615_24_A_21_O2","no wound","1"
"618",22,0.597122263792401,"Gross Photosynthesis",70,"1","A",20230615,647.1704792,9.5967035,"20230615_24_A_22_O2","wounded","1"
"619",27,0.379908303159883,"Gross Photosynthesis",70,"2","A",20230615,646.6554487,16.1082046983208,"20230615_24_A_27_O2","wounded","1"
"620",38,0.719279205010755,"Gross Photosynthesis",69,"1","A",20230615,647.2145348,8.6132555,"20230615_24_A_38_O2","wounded","1"
"621",4,0.730889558642121,"Gross Photosynthesis",68,"2","A",20230615,645.8944414,21.6481066983208,"20230615_24_A_4_O2","wounded","1"
"622",44,0.695382080304534,"Gross Photosynthesis",69,"2","A",20230615,646.7456577,18.5799341983208,"20230615_24_A_44_O2","wounded","1"
"623",53,0.793427887085229,"Gross Photosynthesis",69,"0","A",20230615,647.3986241,8.235592,"20230615_24_A_53_O2","no wound","1"
"624",6,0.595473045135543,"Gross Photosynthesis",68,"1","A",20230615,646.6402391,16.8488475,"20230615_24_A_6_O2","wounded","1"
"625",64,0.963845502923196,"Gross Photosynthesis",65,"0","A",20230615,647.6052656,7.920336,"20230615_24_A_64_O2","no wound","1"
"626",65,0.754436892225706,"Gross Photosynthesis",65,"2","A",20230615,647.0168092,15.9654131983208,"20230615_24_A_65_O2","wounded","1"
"628",82,0.82553633273683,"Gross Photosynthesis",67,"2","A",20230615,647.3687292,9.54795969832077,"20230615_24_A_82_O2","wounded","1"
"629",83,0.868547107817291,"Gross Photosynthesis",67,"0","A",20230615,647.047753,11.238845,"20230615_24_A_83_O2","no wound","1"
"630",88,0.937600904720934,"Gross Photosynthesis",67,"1","A",20230615,647.1353396,6.9854795,"20230615_24_A_88_O2","wounded","1"
"631",10,0.523083699721356,"Gross Photosynthesis",68,"1","H",20230615,646.6790499,18.5601475,"20230615_24_H_10_O2","wounded","1"
"632",100,0.76867295759001,"Gross Photosynthesis",66,"1","H",20230615,647.1248502,12.7046755,"20230615_24_H_100_O2","wounded","1"
"633",13,0.724501245142193,"Gross Photosynthesis",68,"2","H",20230615,647.2481009,11.0867951983208,"20230615_24_H_13_O2","wounded","1"
"634",30,0.722075047162484,"Gross Photosynthesis",70,"1","H",20230615,646.623456,11.4202585,"20230615_24_H_30_O2","wounded","1"
"635",31,0.506945598053294,"Gross Photosynthesis",70,"2","H",20230615,646.8295731,11.6072501983208,"20230615_24_H_31_O2","wounded","1"
"636",36,0.642071602687349,"Gross Photosynthesis",70,"0","H",20230615,646.7236299,15.157251,"20230615_24_H_36_O2","no wound","1"
"637",39,0.855429682606656,"Gross Photosynthesis",69,"2","H",20230615,647.1295705,13.2121041983208,"20230615_24_H_39_O2","wounded","1"
"638",40,0.566767784762013,"Gross Photosynthesis",69,"0","H",20230615,645.4937456,26.901793,"20230615_24_H_40_O2","no wound","1"
"639",48,0.85569196456458,"Gross Photosynthesis",69,"1","H",20230615,647.0220539,10.265759,"20230615_24_H_48_O2","wounded","1"
"640",61,0.821111301307,"Gross Photosynthesis",65,"0","H",20230615,647.633587,10.0055315,"20230615_24_H_61_O2","no wound","1"
"641",66,0.645511858424273,"Gross Photosynthesis",65,"2","H",20230615,646.6140155,23.4266811983208,"20230615_24_H_66_O2","wounded","1"
"642",72,1.04225727005461,"Gross Photosynthesis",65,"1","H",20230615,647.1689058,12.577584,"20230615_24_H_72_O2","wounded","1"
"643",79,0.812046120975432,"Gross Photosynthesis",67,"2","H",20230615,647.1227523,15.5676536983208,"20230615_24_H_79_O2","wounded","1"
"644",8,0.890605054439871,"Gross Photosynthesis",68,"0","H",20230615,647.4793926,9.450772,"20230615_24_H_8_O2","no wound","1"
"645",80,1.00637134577165,"Gross Photosynthesis",67,"1","H",20230615,646.5500301,9.5758225,"20230615_24_H_80_O2","wounded","1"
"646",86,0.634079891818772,"Gross Photosynthesis",67,"0","H",20230615,646.750378,12.334234,"20230615_24_H_86_O2","no wound","1"
"647",93,0.47671689968399,"Gross Photosynthesis",66,"2","H",20230615,646.8196081,18.4407536983208,"20230615_24_H_93_O2","wounded","1"
"648",95,0.742853127137747,"Gross Photosynthesis",66,"0","H",20230615,646.514366,18.211058,"20230615_24_H_95_O2","no wound","1"
"649",103,0.228073627938226,"Respiration",66,"0","A",20230622,646.754138461058,19.7046255265744,"20230622_10_A_103_O2","no wound","10"
"651",106,0.204510316712049,"Respiration",66,"1","A",20230622,646.494490519594,21.0663197903596,"20230622_10_A_106_O2","wounded","10"
"652",15,0.199002331359403,"Respiration",68,"0","A",20230622,647.138102689647,16.6948489197158,"20230622_10_A_15_O2","no wound","10"
"653",19,0.176687722073668,"Respiration",70,"0","A",20230622,647.31749581284,13.5824048882068,"20230622_10_A_19_O2","no wound","10"
"654",25,0.163154961791016,"Respiration",70,"2","A",20230622,646.722141442009,18.0241218915062,"20230622_10_A_25_O2","wounded","10"
"655",26,0.168197762721833,"Respiration",70,"1","A",20230622,647.299661408779,12.5476253187034,"20230622_10_A_26_O2","wounded","10"
"656",41,0.249825339163119,"Respiration",69,"0","A",20230622,646.439413683526,29.2743102137316,"20230622_10_A_41_O2","no wound","10"
"657",49,0.191443610400439,"Respiration",69,"2","A",20230622,646.781414608444,24.4192217374974,"20230622_10_A_49_O2","wounded","10"
"659",52,0.217911307286239,"Respiration",69,"1","A",20230622,647.712999949938,10.5266981176888,"20230622_10_A_52_O2","wounded","10"
"660",57,0.203780356178202,"Respiration",65,"0","A",20230622,647.072010486365,26.9561878360973,"20230622_10_A_57_O2","no wound","10"
"661",59,0.257952911471198,"Respiration",65,"2","A",20230622,647.163805213145,25.48101905033,"20230622_10_A_59_O2","wounded","10"
"662",69,0.304493959230709,"Respiration",65,"1","A",20230622,647.459646504025,12.1585698147647,"20230622_10_A_69_O2","wounded","10"
"663",85,0.200796569335535,"Respiration",67,"1","A",20230622,646.556910933805,20.3449460434734,"20230622_10_A_85_O2","wounded","10"
"664",87,0.212976267608913,"Respiration",67,"2","A",20230622,647.521017835643,14.9305902803275,"20230622_10_A_87_O2","wounded","10"
"665",9,0.197044984946717,"Respiration",68,"2","A",20230622,646.88265107855,23.1358789293665,"20230622_10_A_9_O2","wounded","10"
"666",90,0.2022812913185,"Respiration",67,"0","A",20230622,647.047357045458,18.9589358106921,"20230622_10_A_90_O2","no wound","10"
"667",18,0.328347426677904,"Respiration",68,"0","H",20230622,646.72581323108,23.4952149156432,"20230622_10_H_18_O2","no wound","10"
"668",23,0.370829879433493,"Respiration",70,"1","H",20230622,647.360508199102,14.5145170330597,"20230622_10_H_23_O2","wounded","10"
"669",24,0.304781316681172,"Respiration",70,"2","H",20230622,647.268188931026,17.3189587906174,"20230622_10_H_24_O2","wounded","10"
