"","coral_num","temp","wound","genotype","timepoint","umol.sec.corr","drymass","SA"
"377","78","A","2",67,"day19",-0.0017586782245263,9.46477778383755,10.3185941983208
"378","91","A","1",66,"day19",-0.00146009876521934,10.3134713083142,13.2105295
"379","14","H","2",68,"day19",-0.00130579190787437,10.1996971764097,11.7176211983208
"380","2","H","1",68,"day19",-0.00313895608275442,13.6159961100821,27.4640885
"381","28","H","0",70,"day19",-0.00103710160867667,9.00814376795065,11.339482
"382","33","H","2",70,"day19",-0.000882056850516999,7.76124078180831,9.64938169832077
"383","35","H","1",70,"day19",-0.000690219257393906,7.33074406649406,7.299244
"384","45","H","2",69,"day19",-0.00202793680792344,11.2221268752811,16.5944336983208
"385","47","H","0",69,"day19",-0.00163921757989419,8.68680871973394,13.235728
"386","50","H","1",69,"day19",-0.00177236965573216,10.3872707452252,17.7701235
"387","55","H","2",65,"day19",-0.00169318931045429,9.27566672675308,13.9037676983208
"388","60","H","0",65,"day19",-0.00223125865452868,9.18802989542125,18.8185695
"389","70","H","1",65,"day19",-0.0014596726394148,8.39468594862785,10.904435
"390","73","H","2",67,"day19",-0.00175470991785434,9.91987431145547,12.6700616983208
"391","84","H","1",67,"day19",-0.00135290202281631,9.67233870014978,11.5956275
"392","89","H","0",67,"day19",-0.00134789169055355,8.94356926065351,10.0967485
"393","94","H","2",66,"day19",-0.00135548208394277,11.37433821391,12.8201536983208
"394","96","H","1",66,"day19",-0.00166603156396591,10.6394188213379,15.2297065
"395","99","H","0",66,"day19",-0.00161211644274028,9.19571733676614,16.5598105
"396","1","A","0",68,"day19",-0.00180415283630567,12.221175192784,22.4680345
"397","102","A","2",66,"day19",-0.0015195118186512,8.20472570060367,9.88488169832077
"398","105","A","1",66,"day19",-0.00307130777976332,12.491188604023,24.099971
"399","107","A","0",66,"day19",-0.000941340704239389,7.14768456228731,7.4710805
"400","21","A","0",70,"day19",-0.00108092166523237,8.05437732389104,10.917466
"401","22","A","1",70,"day19",-0.00111472732965868,8.49775161848238,9.5967035
"402","27","A","2",70,"day19",-0.00140040027063127,10.0380553962322,16.1082046983208
"403","38","A","1",69,"day19",-0.00130676620075474,8.35507407731631,8.6132555
"404","4","A","2",68,"day19",-0.00270326322277614,12.5632944581607,21.6481066983208
"405","44","A","2",69,"day19",-0.00187744794610203,9.99049621584352,18.5799341983208
"406","53","A","0",69,"day19",-0.00100107904735872,7.86720893655491,8.235592
"407","6","A","1",68,"day19",-0.0016887520319233,10.3663671576251,16.8488475
"408","64","A","0",65,"day19",-0.00138348985952896,7.20444874533187,7.920336
"409","65","A","2",65,"day19",-0.00208549581252393,9.34000936149498,15.9654131983208
"411","82","A","2",67,"day19",-0.00112125449403273,7.96232729733229,9.54795969832077
"412","83","A","0",67,"day19",-0.00142298919081925,9.07459845158391,11.238845
"413","88","A","1",67,"day19",-0.00105247341908168,8.53150329488725,6.9854795
"414","10","H","1",68,"day19",-0.00164467530228352,10.2052796111473,18.5601475
"415","100","H","1",66,"day19",-0.00170829685994558,10.0963537463861,12.7046755
"416","13","H","2",68,"day19",-0.001169710106418,8.55144746730832,11.0867951983208
"417","30","H","1",70,"day19",-0.00117022577150671,10.1393104254468,11.4202585
"418","31","H","2",70,"day19",-0.000961669060366814,9.46120856313068,11.6072501983208
"419","36","H","0",70,"day19",-0.00121913117760414,9.88924118662888,15.157251
"420","39","H","2",69,"day19",-0.00144899700497796,8.80151670612627,13.2121041983208
"421","40","H","0",69,"day19",-0.00244033463716685,13.8918831748254,26.901793
"422","48","H","1",69,"day19",-0.00127500202842212,9.04851761072559,10.265759
"423","61","H","0",65,"day19",-0.00117291698143875,7.29649877189063,10.0055315
"424","66","H","2",65,"day19",-0.00266675112231631,10.694678919018,23.4266811983208
"425","72","H","1",65,"day19",-0.00142430967153894,8.80765337456352,12.577584
"426","79","H","2",67,"day19",-0.00165027024834355,8.95646758416684,15.5676536983208
"427","8","H","0",68,"day19",-0.00124415071669177,7.76288557312165,9.450772
"428","80","H","1",67,"day19",-0.00145176567828383,10.4446096802,9.5758225
"429","86","H","0",67,"day19",-0.0013479411238133,9.90458285772201,12.334234
"430","93","H","2",66,"day19",-0.0013670848352236,9.6959361308555,18.4407536983208
"431","95","H","0",66,"day19",-0.00170184490651847,10.6609272426131,18.211058
