"","coral_num","umol.cm2.hr","Rate.ln","Temp.C","temp","wound","timepoint"
"365",16,0.345231275529386,-0.809161411532956,28.3890806451613,"A",2,"day19"
"366",20,0.38366043116132,-0.726372207003567,28.3452580645161,"A",1,"day19"
"367",29,0.287015201988271,-0.949291305100419,28.4495,"A",2,"day19"
"368",34,0.384998835468941,-0.723608789142504,28.8529672131148,"A",0,"day19"
"370",42,0.409356876291819,-0.674606375906002,28.4052741935484,"A",2,"day19"
"371",54,0.359142751299724,-0.778394112263332,28.760131147541,"A",1,"day19"
"372",62,0.547840908384149,-0.434110124525663,28.7537868852459,"A",2,"day19"
"373",67,0.353609866521504,-0.79051777521454,28.4341451612903,"A",1,"day19"
"374",68,0.499910080756096,-0.51097550040344,28.2922903225806,"A",0,"day19"
"375",75,0.390631666177755,-0.712061603423872,28.6405081967213,"A",1,"day19"
"376",77,0.504352391254382,-0.503597821946877,28.756737704918,"A",0,"day19"
"377",78,0.613575985895928,-0.337466350334251,28.6526393442623,"A",2,"day19"
"378",91,0.397891360432571,-0.697373377497862,28.4494677419355,"A",1,"day19"
"379",14,0.401177917325182,-0.690794116537457,30.2268615384615,"H",2,"day19"
"380",2,0.411455195314998,-0.67049529211918,30.1946615384615,"H",1,"day19"
"381",28,0.329253645910459,-0.845707285564539,30.4909344262295,"H",0,"day19"
"382",33,0.329078562869349,-0.846115246588831,30.2022615384615,"H",2,"day19"
"383",35,0.340417353717462,-0.82003247046521,30.1731846153846,"H",1,"day19"
"384",45,0.43994104536771,-0.61629532062885,30.5025737704918,"H",2,"day19"
"385",47,0.445852565693331,-0.605406365903561,30.4493606557377,"H",0,"day19"
"386",50,0.359059449453786,-0.77857555780136,30.2168923076923,"H",1,"day19"
"387",55,0.438405017250946,-0.619144181878275,30.5086393442623,"H",2,"day19"
"388",60,0.426840688199134,-0.640857075574842,30.2857076923077,"H",0,"day19"
"389",70,0.481897640904207,-0.541460721453514,30.2490769230769,"H",1,"day19"
"390",73,0.498573397248165,-0.513206126167927,30.592606557377,"H",2,"day19"
"391",84,0.420024468890427,-0.653879412955228,30.6163278688525,"H",1,"day19"
"392",89,0.480591359286883,-0.543708109888017,30.1578,"H",0,"day19"
"393",94,0.38063003120104,-0.732657470738444,30.4881967213115,"H",2,"day19"
"394",96,0.393816757419277,-0.705590767006362,30.3864754098361,"H",1,"day19"
"395",99,0.35046410669162,-0.797476879488338,30.1817692307692,"H",0,"day19"
"396",1,0.289075139647858,-0.943982792968405,28.0903166666667,"A",0,"day19"
"397",102,0.553394842153101,-0.425573673704449,28.2008333333333,"A",2,"day19"
"398",105,0.458785116677027,-0.581990286390278,28.1567391304348,"A",1,"day19"
"399",107,0.453592560709499,-0.591326312793718,28.1835833333333,"A",0,"day19"
"400",21,0.356430511882202,-0.784318809849746,28.1946086956522,"A",0,"day19"
"401",22,0.418166340845193,-0.657458966948304,28.1883623188406,"A",1,"day19"
"402",27,0.312973485791258,-0.884371887134596,28.0702166666667,"A",2,"day19"
"403",38,0.546176567352157,-0.436682488471209,28.2055942028985,"A",1,"day19"
"404",4,0.449542666137588,-0.598668862770382,28.2196231884058,"A",2,"day19"
"405",44,0.363769458697985,-0.768367706484195,28.0443188405797,"A",2,"day19"
"406",53,0.437598726417164,-0.620642858791695,28.2161,"A",0,"day19"
"407",6,0.36082630072614,-0.774734095000639,28.1717833333333,"A",1,"day19"
"408",64,0.628832349322587,-0.316311546915832,28.2016666666667,"A",0,"day19"
"409",65,0.470253092220365,-0.561674995262654,28.1374,"A",2,"day19"
"411",82,0.422762171820618,-0.648628656734773,28.2195507246377,"A",2,"day19"
"412",83,0.455808500513112,-0.587331467596533,28.1162333333333,"A",0,"day19"
"413",88,0.542397169542052,-0.442548522427081,28.1474666666667,"A",1,"day19"
"414",10,0.319007760483622,-0.869865837790895,30.4649523809524,"H",1,"day19"
"415",100,0.484063421832702,-0.537745703021759,30.3832166666667,"H",1,"day19"
"416",13,0.379817278823965,-0.734349916669821,29.95635,"H",2,"day19"
"417",30,0.368889441287529,-0.757388271187627,30.4401904761905,"H",1,"day19"
"418",31,0.298262599510553,-0.920643693503341,30.2379333333333,"H",2,"day19"
"419",36,0.289555951760309,-0.942747773769017,30.0986833333333,"H",0,"day19"
"420",39,0.394818958405101,-0.703563323908607,30.231,"H",2,"day19"
"421",40,0.326565768080985,-0.85198871976283,30.1033333333333,"H",0,"day19"
"422",48,0.447118162653112,-0.603090480413479,30.4247777777778,"H",1,"day19"
"423",61,0.422016674794289,-0.650055747559336,30.3075833333333,"H",0,"day19"
"424",66,0.409802137958273,-0.673732593329275,30.3703174603175,"H",2,"day19"
"425",72,0.40767088635943,-0.677921902853785,30.3214603174603,"H",1,"day19"
"426",79,0.381622883522751,-0.730593870496027,30.4274761904762,"H",2,"day19"
"427",8,0.473923461500327,-0.555259233887375,30.4318571428571,"H",0,"day19"
"428",80,0.545786687443484,-0.437286034925121,30.3120793650794,"H",1,"day19"
"429",86,0.393424354177801,-0.706385716198674,30.1645333333333,"H",0,"day19"
"430",93,0.266882009668245,-1.00271498216119,30.4387301587302,"H",2,"day19"
"431",95,0.336424257364206,-0.829140441407143,30.38825,"H",0,"day19"
