"","coral_num","temp","wound","genotype","timepoint","umol.sec.corr","drymass","SA"
"385","47","H","0",69,"day19",0.0012954147249393,8.68680871973394,13.235728
"386","50","H","1",69,"day19",0.0012829671945727,10.3872707452252,17.7701235
"387","55","H","2",65,"day19",0.00179799858455095,9.27566672675308,13.9037676983208
"388","60","H","0",65,"day19",0.00209538335565689,9.18802989542125,18.8185695
"389","70","H","1",65,"day19",0.00122783129865504,8.39468594862785,10.904435
"390","73","H","2",67,"day19",0.00172790975495772,9.91987431145547,12.6700616983208
"391","84","H","1",67,"day19",0.000658999662349312,9.67233870014978,11.5956275
"392","89","H","0",67,"day19",0.000868742882219657,8.94356926065351,10.0967485
"393","94","H","2",66,"day19",0.00109697454864248,11.37433821391,12.8201536983208
"394","96","H","1",66,"day19",0.000731768495519038,10.6394188213379,15.2297065
"395","99","H","0",66,"day19",0.00153478859481966,9.19571733676614,16.5598105
"396","1","A","0",68,"day19",0.00130511915342621,12.221175192784,22.4680345
"397","102","A","2",66,"day19",0.000435872779829372,8.20472570060367,9.88488169832077
"398","105","A","1",66,"day19",0.00118679155117718,12.491188604023,24.099971
"399","107","A","0",66,"day19",0.000594550221939842,7.14768456228731,7.4710805
"400","21","A","0",70,"day19",0.000864911161165211,8.05437732389104,10.917466
"401","22","A","1",70,"day19",0.000482767783625081,8.49775161848238,9.5967035
"402","27","A","2",70,"day19",0.00096128515097947,10.0380553962322,16.1082046983208
"403","38","A","1",69,"day19",0.000877596549924385,8.35507407731631,8.6132555
"404","4","A","2",68,"day19",0.00205543370101748,12.5632944581607,21.6481066983208
"405","44","A","2",69,"day19",0.00124647188827991,9.99049621584352,18.5799341983208
"406","53","A","0",69,"day19",0.0010199546056397,7.86720893655491,8.235592
"407","6","A","1",68,"day19",0.00122812802120316,10.3663671576251,16.8488475
"408","64","A","0",65,"day19",0.00102702427572295,7.20444874533187,7.920336
"409","65","A","2",65,"day19",0.00121778731560955,9.34000936149498,15.9654131983208
"411","82","A","2",67,"day19",0.000538025188063474,7.96232729733229,9.54795969832077
"412","83","A","0",67,"day19",0.00107697388475839,9.07459845158391,11.238845
"413","88","A","1",67,"day19",0.000325847619754598,8.53150329488725,6.9854795
"414","10","H","1",68,"day19",0.00132771283137356,10.2052796111473,18.5601475
"415","100","H","1",66,"day19",0.00111258974716806,10.0963537463861,12.7046755
"416","13","H","2",68,"day19",0.0013306901632477,8.55144746730832,11.0867951983208
"417","30","H","1",70,"day19",0.00111768298750838,10.1393104254468,11.4202585
"418","31","H","2",70,"day19",0.00125400080308499,9.46120856313068,11.6072501983208
"419","36","H","0",70,"day19",0.000843204488183636,9.88924118662888,15.157251
"420","39","H","2",69,"day19",0.0021017379847697,8.80151670612627,13.2121041983208
"421","40","H","0",69,"day19",0.00158637772263165,13.8918831748254,26.901793
"422","48","H","1",69,"day19",0.00182843518425918,9.04851761072559,10.265759
"423","61","H","0",65,"day19",0.000811273177319184,7.29649877189063,10.0055315
"424","66","H","2",65,"day19",0.00152058766789925,10.694678919018,23.4266811983208
"425","72","H","1",65,"day19",0.00136281665072631,8.80765337456352,12.577584
"426","79","H","2",67,"day19",0.00193424627864301,8.95646758416684,15.5676536983208
"427","8","H","0",68,"day19",0.000701278395687118,7.76288557312165,9.450772
"428","80","H","1",67,"day19",0.00149391112133797,10.4446096802,9.5758225
"429","86","H","0",67,"day19",0.00140296079485058,9.90458285772201,12.334234
"430","93","H","2",66,"day19",0.00163672717869003,9.6959361308555,18.4407536983208
"431","95","H","0",66,"day19",0.00217235567025062,10.6609272426131,18.211058
